first,second,result
Papyrus,Home,Library
Papyrus,Jet Ski,Moses
Papyrus,Jupiter,Zeus
Ketchup,Papyrus,Tomato
Papyrus,Knight,Pharaoh
Papyrus,Kraken,Paper
Papyrus,Landship,Sphinx
Papyrus,Laser,Mummy
Lagoon,Papyrus,Paper
Papyrus,Krill,Paper
Lawnmower,Papyrus,Mower
Papyrus,Lava Cake,Volcano
Library,Papyrus,Book
Lava Monster,Papyrus,Mummy
Papyrus,Light,Torch
Papyrus,Log,Paper
Loch Ness,Papyrus,Monster
Papyrus,Longsword,Sword
Papyrus,Love,Poem
Mad Hatter,Papyrus,Paper
Matcha,Papyrus,Tea
Medusa,Papyrus,Stone
Medicine,Papyrus,Prescription
Papyrus,Magma,Volcano
Papyrus,Megalodon,Shark
Papyrus,Milkshake,Papyrus
Papyrus,Mire,Mummy
Papyrus,Milk,Cheese
Papyrus,Metro,Subway
Moat,Papyrus,Scroll
Mississippi,Papyrus,Hieroglyph
Papyrus,Monster,Mummy
Papyrus,Monk,Scroll
Moonstone,Papyrus,Moon
Papyrus,Moon Mountain,Moon
Papyrus,Mud Puddle,Paper
Mosquito,Papyrus,Malaria
Papyrus,Mountain Tea,Tea
Papyrus,Mud Station,Paper
Papyrus,Multiverse,Undertale
Papyrus,Muddy Teapot,Muddy Papyrus
Mudweed,Papyrus,Paper
Papyrus,Muddy Wind Farm,Mummy
Papyrus,Nautilus,Scroll
Papyrus,Odin,Rune
Papyrus,Niagara Falls,Paper
Papyrus,Olympus,Paper
Papyrus,Olympus Mons,Mount Olympus
Papyrus,Oven,Pizza
Papyrus,Papyrus,Paper
Paddy,Papyrus,Paper
Dandelion,Paradise,Wish
Swamp,Paradise,Mosquito
Desert,Paradise,Oasis
Cinder,Paradise,Hell
Stone,Paradise,Eden
Fog,Paradise,Heaven
Dust Storm,Paradise,Sandstorm
Incense,Paradise,Nirvana
Forest,Paradise,Eden
Marsh,Paradise,Swamp
Lily,Paradise,Eden
Oasis,Paradise,Eden
Train,Paradise,Hell
Atlantis,Paradise,Nothing
Pollen,Paradise,Bee
Diamond,Paradise,Heaven
Blizzard,Paradise,Winter
Dirt,Paradise,Garden
Balloon,Paradise,Heaven
Disaster,Paradise,Earthquake
Dust Devil,Paradise,Tornado
Fishbowl,Paradise,Aquarium
Fossil,Paradise,Dinosaur
Honey,Paradise,Bee
Holy Water,Paradise,Heaven
Pyramid,Paradise,Tomb
Mountain Dew,Paradise,Mountain Paradise
Pot,Paradise,Pot of Gold
Snowman,Paradise,Yeti
Satellite,Paradise,Heaven
Rebirth,Paradise,Phoenix
Sail,Paradise,Pirate
Solar,Paradise,Sun
Steamboat,Paradise,Mark Twain
Solar System,Paradise,Universe
Train Station,Paradise,Purgatory
Vine,Paradise,Wine
Wish,Paradise,Genie
Acid Rain,Paradise,Apocalypse
Algae,Paradise,Coral
Axe,Paradise,Eden
Barbecue,Paradise,Hawaii
Bong,Paradise,Heaven
Beacon,Paradise,Lighthouse
Bee,Paradise,Honey
Broom,Paradise,Witch
Campfire,Paradise,S’mores
Bubbles,Paradise,Heaven
Bulldozer,Paradise,Eden
Canyon,Paradise,Grand Canyon
Captain Nemo,Paradise,Atlantis
Carnivorous Plant,Paradise,Venus Flytrap
Catholic Church,Paradise,Heaven
Cigar,Paradise,Cuba
Cigarette,Paradise,Smoke
Coal,Paradise,Hell
Surfboard,Paradise,Surfer
Compost,Paradise,Garden
Crystal,Paradise,Heaven
Coral Reef,Paradise,Atlantis
Crayon,Paradise,Crayon Shin-chan
Dandelion Wine,Paradise,Eden
Diamond Block,Paradise,Heaven
Duck,Paradise,Nothing
Fireball,Paradise,Hell
Fire Flower,Paradise,Hell
Fireplace,Paradise,Hell
Flame,Paradise,Hell
Fisherman,Paradise,Adam
Flamethrower,Paradise,Hell
Flour,Paradise,Bread
Genie,Paradise,Heaven
Golem,Paradise,Adam
Giant Mushroom,Paradise,Mario
Grape,Paradise,Wine
Flying,Paradise,Bird
Grass,Paradise,Eden
Hay Fever,Paradise,Sneeze
Helicopter,Paradise,Heaven
High,Paradise,Heaven
Hot Air Balloon,Paradise,Heaven
Map,Paradise,Treasure
Komodo Dragon,Paradise,Komodo Island
Meade,Paradise,Heaven
Match,Paradise,Fire
Mirror,Paradise,Narcissus
Ozymandias,Paradise,Ozymandias
Park,Paradise,Disneyland
Microscope,Paradise,Eden
Nebula,Paradise,Heaven
Pig,Paradise,Bacon
Party,Paradise,Heaven
Quagmire,Paradise,Swamp
Rainforest,Paradise,Amazon
Ring,Paradise,Lord of the Rings
Smell,Paradise,Heaven
Salt,Paradise,Margarita
Smoker,Paradise,Eden
Sneeze,Paradise,Allergy
