first,second,result
Flying Roast Duck,Wipers,Flying Roast Duck
Fjord Flytrap,Wipers,Fjord Flytrap
Flying Fjord,Wipers,Flying Car
Flying Fisherman,Wipers,Fishing Pole
Flying Pelican,Wipers,Flying Wipers
Frisbee,Wipers,Windshield
Flypaper,Wipers,Windshield
Flying Whale,Wipers,Flying Car
Frankenstein,Wipers,Monster Truck
Fondue,Wipers,Cheese
Fountain of Youth,Wipers,Fountain Of Youth
Flying Sand,Wipers,Flying Carpet
Frat Party,Wipers,Frat Party
Forest Fire,Wipers,Smoke
Freezer,Wipers,Windshield
Freedom,Wipers,Windshield
Fridge,Wipers,Windshield
Frosting,Wipers,Windshield
Gale,Wipers,Windshield
Fun,Wipers,Windshield
Fulgurite,Wipers,Lightning
Garbage Truck,Wipers,Garbage
Gargoyle,Wipers,Bat
Garbage,Wipers,Clean
GPS,Wipers,Car
Geothermal Power Plant,Wipers,Volcano
Gate,Wipers,Toll
Fruit Tree,Wipers,Car
Frozen,Wipers,Ice Scrapers
Gator,Wipers,Windshield
Gasoline,Wipers,Fire
Ghost Ship,Wipers,Flying Dutchman
Flying Ice Cream Cone,Wipers,Flying Ice Cream Cone
Glue,Wipers,Windshield
Gold,Wipers,Rainbow
Godzilla,Wipers,Car
Global Warming,Wipers,Windshield
Gorgon,Wipers,Medusa
Googol,Wipers,Google
Gollum,Wipers,Wiper
Glowworm,Wipers,Headlights
Gnome Village,Wipers,Gnome Wipers
Googleplex,Wipers,Google Wipers
Google Earth,Wipers,Google Wipers
Gone With The Wind,Wipers,Windshield
Gosling,Wipers,Ryan
Flying Spaghetti Monster,Wipers,Flying Spaghetti Monster
Gun,Wipers,Windshield
Green Tea,Wipers,Windshield
Gunpowder,Wipers,Fireworks
Hades,Wipers,Wiper
Grinder,Wipers,Windshield
Green,Wipers,Jeep
Hammerhead,Wipers,Shark
Harbor,Wipers,Ship
Hair,Wipers,Windshield
Hail,Wipers,Windshield
Harvest,Wipers,Windshield
Hangar,Wipers,Airplane
Guillotine,Wipers,French Revolution
Hashish,Wipers,Joint
Greatsword,Wipers,Swordfish
Haystack,Wipers,Scarecrow
Heat,Wipers,Defrost
Heaven,Wipers,Rain
Herd,Wipers,Cows
Haunted House,Wipers,Ghost
Headache,Wipers,Rain
Highway,Wipers,Car
Hill,Wipers,Windshield
Hell,Wipers,Wipers
Heidi,Wipers,Clean
Hedge,Wipers,Hedgewipers
Hieroglyph,Wipers,Sphinx
Hidden,Wipers,Eyelashes
Holland,Wipers,Windmill
Hot Air,Wipers,Windshield
Holy Drunk,Wipers,Priest
Hot Chocolate,Wipers,Windshield
Honeymoon,Wipers,Honeymooners
Horse,Wipers,Car
Hoover Dam,Wipers,Windshield
Hot Dog,Wipers,Windshield
Hot Fudge Sundae,Wipers,Car Wash
Hot Sauce,Wipers,Tears
Holy Dandelion Wine,Wipers,Holy Grail
Holy Weed,Wipers,Holy Wiper
Holy Dandelion,Wipers,Holy Wipers
Holy Smoke,Wipers,Holy Wipers
Hot Tea,Wipers,Car
Humpback,Wipers,Whale
Ice Lily,Wipers,Snow
Hot Tub,Wipers,Jacuzzi
Hot Water,Wipers,Car Wash
Iced Tea,Wipers,Windshield
Ice Tea,Wipers,Windshield
Ice Tornado,Wipers,Snowman
Hydra,Wipers,Windshield
Ice Cream Sandwich,Wipers,Ice Cream Truck
Hula Hoop,Wipers,Windshield
Igloo,Wipers,Snowmobile
Idol,Wipers,Cleaner
Holy Beer,Wipers,Holy Wiper
Hula-Tsunami,Wipers,Hula-hoop
Iron Man,Wipers,Ironing
Jaws,Wipers,Shark
Jack,Wipers,Nothing
Jetea,Wipers,Jedi
Jail,Wipers,Prison
Jelly,Wipers,Jellyfish
Jade,Wipers,Sweeper
Ink,Wipers,Tattoo
Internet,Wipers,Wi-Fi
Japan,Wipers,Sushi
Juice,Wipers,Windshield
Junk,Wipers,Car
Jordan,Wipers,Michael
Jailbreak,Wipers,Prison Break
Land Shark,Wipers,Car
Leafblower,Wipers,Carwash
Koi,Wipers,Car
Kiss,Wipers,Windshield
Laser Cannon,Wipers,Windshield
Lava Lamp,Wipers,Volcano
Katrina,Wipers,Hurricane
Laser Beam,Wipers,Windshield
King,Wipers,Queen
Katana,Wipers,Samurai
King Kong,Wipers,Monkey
Knowledge,Wipers,Sweepers
Kaleid,Wipers,Kaleidoscope
Leak,Wipers,Windshield
Lost City,Wipers,Atlantis
Lord of the Rings,Wipers,Gandalf
Little Shop Of Horrors,Wipers,Wipers
Light Bulb,Wipers,Headlights
Kali,Wipers,Wiper
Lightning Bug,Wipers,Windshield
Lego,Wipers,Windshield
Los Angeles,Wipers,The Wipers
Krakatoa,Wipers,Volcano
Lot’s Wife,Wipers,Salt
Lion,Wipers,Wipers
Lobster,Wipers,Lobster Tail
Leda,Wipers,Swan
Loch,Wipers,Nessie
Lumberjack,Wipers,Windshield
Marathon,Wipers,Carwash
Maple,Wipers,Syrup
Luau,Wipers,Hawaii
Malaria,Wipers,Mosquito
Magic,Wipers,Wizard
March,Wipers,Windshield
Madder Hatter,Wipers,Alice in Wonderland
Luke,Wipers,Lightsaber
Margarita,Wipers,Tequila
Lupus,Wipers,Wolf
Lourdes,Wipers,Windshield
Mangrove Flytrap,Wipers,Mangrove Flytrap
Mangrove Swamp,Wipers,Mangrove
Marshmallow,Wipers,S’more
Martian,Wipers,Mars Rover
Mech,Wipers,Windshield
Martini,Wipers,Dirty Martini
Marsquake,Wipers,Mars
Masterpiece,Wipers,Windshield
Mark Twain,Wipers,Wipers
Meal,Wipers,Windshield
Matterhorn,Wipers,Windshield
Mars Rover,Wipers,Mars Wipers
Mercury,Wipers,Windshield
Luxury,Wipers,Chamois
Mega Mushroom,Wipers,Mario Kart
Mayonnaise,Wipers,Car
Moby Dick,Wipers,Whale
Minecraft,Wipers,Nothing
Microwave,Wipers,Windshield
Mole,Wipers,Molecule
Metropolis,Wipers,Car
Moisture,Wipers,Windshield
Mine,Wipers,Mining
Mjolnir,Wipers,Thor
Molehill,Wipers,Windshield
Molotov,Wipers,Fire
Minecart,Wipers,Train
Miracle,Wipers,Windshield
Mess,Wipers,Clean
Mistletoe,Wipers,Christmas
Moonwalk,Wipers,Michael Jackson
Mount Olympus,Wipers,Zeus
Monastery,Wipers,Windshield
Mount Venus,Wipers,Volcano
Moon Buggy,Wipers,Lunar Rover
Mordor,Wipers,Windshield
Mosaic,Wipers,Windshield
Mount Everest,Wipers,Windshield
Moss,Wipers,Windshield
Moonflower,Wipers,Moon
Monsoon,Wipers,Windshield
Moon Dust,Wipers,Moon Wipers
Monkey King,Wipers,Monkey Wipers
Mountain Bush,Wipers,Sweeper
Mountain Shark,Wipers,Sharktopus
Mountain Dew Code Red,Wipers,Nothing
Mountain Dirt,Wipers,Mud
Mountain Dew Tea,Wipers,Nothing
Mountain Dew Baja Blast,Wipers,Nothing
Mountain Dude,Wipers,Yeti
Mountain Vine,Wipers,Vine
Mountain Dew Ocean Blast,Wipers,Mountain Dew Ocean Blast
Mountain Thing,Wipers,Mountain Wipers
Mountain Rose,Wipers,Mountain Dew
Mountain High,Wipers,Mountain Wipers
Mountain Dewshine,Wipers,Windshield Washer Fluid
Mud Bath,Wipers,Car Wash
Mower,Wipers,Lawnmower
Mt. Fuji,Wipers,Windshield
Mt. Everest,Wipers,Windshield
Mountain Zinfandel,Wipers,Wine
Mud Castle,Wipers,Muddy Castle
Mr. Potato Head,Wipers,Mr. Potato Head with Wipers
Muddy Helicopter,Wipers,Muddy Wipers
Muddy Piggy Bank,Wipers,Muddy Piggy Bank
Mud Dragon,Wipers,Muddy Dragon
Mouse,Wipers,Mickey Mouse
Muddy Sushi,Wipers,Car
Mountain Dew Wine,Wipers,Nothing
Mountain Dew Tornado,Wipers,Nothing
Muddy Pig,Wipers,Pigpen
Nemo,Wipers,Finding Nemo
Mustard,Wipers,Squeegee
Mudway,Wipers,Muddy Wipers
Naiad,Wipers,Mermaid
Mutant,Wipers,Nothing
Newfie,Wipers,Windshield
Muddy Train,Wipers,Clean Train
New York,Wipers,Empire State Building
Mudnado,Wipers,Muddy Windshield
Navigation,Wipers,GPS
Mudpot,Wipers,Car
Mudman,Wipers,Muddy
Netherite Sword,Wipers,Windshield
Mushroom Soup,Wipers,Mario Kart
Mud Volcano,Wipers,Mud Volcano
