first,second,result
Shrimp,Iced Tea,Shrimp Tea
Shrimp,Hula Hoop,Prawn
Shrimp,Ice Cream Sandwich,Shrimp Ice Cream
Hydrogen,Shrimp,Prawn
Shrimp,Ice Tea,Shrimp Tea
Shrimp,Hula-Tsunami,Shrimp-tsunami
Ink,Shrimp,Sushi
Shrimp,Iron Man,Iron Shrimp
Jelly,Shrimp,Jellyfish
Shrimp,Jaws,Prawn
Shrimp,Jailbreak,Escape
Shrimp,Junk,Sushi
Shrimp,Janitor,Prawnbroker
Jordan,Shrimp,Nothing
Shrimp,Icebox,Shrimp Cocktail
Shrimp,Jetea,Nothing
Jellyfish,Shrimp,Sushi
Japan,Shrimp,Sushi
Shrimp,Jail,Prawn
Jetstream,Shrimp,Nothing
Shrimp,Jewelry,Lobster
Shrimp,Irrigation,Nothing
Shrimp,Jack,Nothing
Laser Beam,Shrimp,Shrimp
Koi,Shrimp,Sushi
Shrimp,Kingdom,Prawn
Shrimp,Katana,Samurai
Shrimp,Kratom,Shrimp
Shrimp,Knowledge,Prawn
Shrimp,Lava Lamp,Shrimp Cocktail
Shrimp,Kali,Crab
Katrina,Shrimp,Gumbo
Shrimp,Kaleid,Shrimp
Shrimp,Kush,Sushi
King,Shrimp,Prawn
Shrimp,Laser Cannon,Nothing
Shrimp,Lego,Shrimp
Lawnvac,Shrimp,Lawnmower
Shrimp,Lion,Prawn
Shrimp,Lobster,Shrimp
Shrimp,Loch,Monster
Little Shop Of Horrors,Shrimp,B-Movie
Shrimp,Lost City,Atlantis
Shrimp,Krakatoa,Shrimp Cocktail
Shrimp,Lot’s Wife,Shrimp Cocktail
Leafblower,Shrimp,Shrimp Cocktail
Lightning Bug,Shrimp,Shrimp
Shrimp,Lord of the Rings,Shrimp Of The Rings
Shrimp,Los Angeles,Shrimp Taco
Light Bulb,Shrimp,Prawn
Shrimp,Mario,Mario Bros
Margarita,Shrimp,Shrimp Cocktail
Shrimp,Lumberjack,Shrimp
Shrimp,Luke,Skywalker
Shrimp,Luxury,Lobster
Lupus,Shrimp,Lobster
Shrimp,Maple,Nothing
Shrimp,Magic,Shrimp
Shrimp,Luna,Moon
Shrimp,Mangrove Flytrap,Shrimp Flytrap
Shrimp,Lunar Dust,Shrimp Cocktail
Mangrove Swamp,Shrimp,Shrimp Farm
Shrimp,Lichen,Sushi
Shrimp,Madder Hatter,Shrimp Cocktail
Shrimp,Lourdes,Prawn
Shrimp,Message,Text
Shrimp,Masterpiece,Shrimp Cocktail
Shrimp,Mayonnaise,Shrimp Salad
Shrimp,Marsquake,Lobster
Shrimp,Mess,Nothing
Martian,Shrimp,Shrimp
Shrimp,Mech,Robot
Shrimp,Martini,Shrimp Cocktail
Shrimp,Matterhorn,Shrimp Cocktail
Shrimp,Meal,Shrimp Cocktail
Shrimp,Mercury,Crab
Mecha Dragon,Shrimp,Shrimp Mecha
Shrimp,Mark Twain,Prawn on the Barbie
Shrimp,Moby Dick,Whale
Shrimp,Moisture,Shrimp
Shrimp,Molehill,Whale
Shrimp,Miracle,Prawn
Mistletoe,Shrimp,Kiss
Shrimp,Monastery,Shrimp Tempura
Shrimp,Mega Mushroom,Shrimp
Shrimp,Metropolis,Nothing
