first,second,result
Adam,Adobe Patch,Adamantium
Air,Adobe Patch,Balloon
Zeppelin,Adobe Patch,Airship
Zeus,Adobe Patch,Poseidon
Zoo,Adobe Patch,Patchwork
Africa,Adobe Patch,Pyramid
Yacht,Adobe Patch,Pirate
Whirlpool,Adobe Patch,Tornado
Aeon,Adobe Patch,Adobe
Absinthe,Adobe Patch,Alcohol
840,Adobe Patch,840
Worship,Adobe Patch,Prayer
Alphabet,Adobe Patch,Patchwork
Aircraft Carrier,Adobe Patch,Airplane
Allergies,Adobe Patch,Sneeze
Airport,Adobe Patch,Airplane
Altar,Adobe Patch,Brick
Alice,Adobe Patch,Patchwork
Ale,Adobe Patch,Beer
Ammolite,Adobe Patch,Adobe
Air Conditioner,Adobe Patch,Brick
Ammonia,Adobe Patch,Photoshop
Albatross,Adobe Patch,Brick
Air Dragon,Adobe Patch,Sandstorm
Alpha,Adobe Patch,Photoshop
Apocalypse,Adobe Patch,Zombie
Anchor,Adobe Patch,Sail
Amphibian,Adobe Patch,Toad
Anemone,Adobe Patch,Cement
Apollo,Adobe Patch,Photoshop
Aloe,Adobe Patch,Cactus
Amphicar,Adobe Patch,Adobe Car
Amphibious Car,Adobe Patch,Amphibious Car
Ant Hill,Adobe Patch,Mud
Ape,Adobe Patch,Monkey
Antfly,Adobe Patch,Ant
Animal,Adobe Patch,Patchwork
Antimatter,Adobe Patch,Black Hole
Antelope,Adobe Patch,Pronghorn
Atlas,Adobe Patch,Earth
Arrow,Adobe Patch,Cupid
Ares,Adobe Patch,Adobe
Astronomer,Adobe Patch,Stonehenge
Asteroid,Adobe Patch,Meteor
Ash Ketchum,Adobe Patch,Pokemon
Aquaman,Adobe Patch,Mudman
Ark,Adobe Patch,Noah
Archangel,Adobe Patch,Jesus
Arrowhead,Adobe Patch,Apache
Apple Juice,Adobe Patch,Brick
Apple Orchard,Adobe Patch,Brick
Ashes,Adobe Patch,Phoenix
Audrey Iii,Adobe Patch,Little Shop Of Horrors
Banana,Adobe Patch,Monkey
BBQ,Adobe Patch,Smoke Signal
Autumn,Adobe Patch,Pumpkin
Baby,Adobe Patch,Brick
Baked,Adobe Patch,Brick
Australia,Adobe Patch,Aborigine
Aurora,Adobe Patch,Sun
B-52,Adobe Patch,B-52 Stratofortress
Balsamic Glaze,Adobe Patch,Pizza
Barbecue Sauce,Adobe Patch,Brick
Baby Dinosaur,Adobe Patch,Brontosaurus
Baconator,Adobe Patch,Adobe Patch
Balsamic Vinegar of Modena,Adobe Patch,Adobe Patch
Bahamut,Adobe Patch,Patchwork
