first,second,result
Pencil Tree,Pirate,Pencil
Pencil Tree,Park,Pine
Pencil Tree,Piranha,Pencil
Pencil Tree,Poseidon,Poseidon’s Trident
Pencil Tree,Quagmire,Pencil
Pencil Tree,Pig,Pencil
Pencil Tree,Milky Way,Pencil Milky Way
Pencil Tree,Reef,Coral
Pencil Tree,Pollution,Smog
Pencil Tree,Pop,Pencil
Pencil Tree,Racecar,Pencil
Pencil Tree,Rose,Pencil Rose
Pencil Tree,Sarcophagus,Mummy
Pencil Tree,Scent,Pine
Pencil Tree,Salt,Pencil
Pencil Tree,Sauna,Pencil
Pencil Tree,Ring,Pencil
Pencil Tree,Salamander,Pencil
Pencil Tree,Robot,Pencil
Pencil Tree,Sashimi,Pencil
Pencil Tree,Rice,Pencil Rice
Pencil Tree,Saturn,Pencil
Pencil Tree,Saguaro,Cactus
Pencil Tree,Rover,Pencil
Pencil Tree,Sandbox,Sandcastle
Pencil Tree,Solar Wind,Pencil
Pencil Tree,Shard,Pencil
Pencil Tree,Space,Pencil
Pencil Tree,Smoker,Cigarette
Pencil Tree,Shatter,Pencil
Pencil Tree,Shipwreck,Pencil
Pencil Tree,Sky,Cloud
Pencil Tree,Sneeze,Pencil
Pencil Tree,Sharknado,Pencil Shark
Pencil Tree,Snowstorm,Snowman
Pencil Tree,Smell,Pine
Pencil Tree,Soup,Pencil Soup
Pencil Tree,Snowball,Snowman
Pencil Tree,Snowmobile,Pine Tree
Pencil Tree,Spore,Mushroom
Pencil Tree,Sunset,Pencil
Pencil Tree,Splash,Pencil
Pencil Tree,Plane,Pencil
Pencil Tree,Starfish,Sea Urchin
Pencil Tree,Sponge,Eraser
Pencil Tree,Stoner,Pineapple
Pencil Tree,Sphinx,Sphinx
Pencil Tree,Super Volcano,Pencil Tree
Pencil Tree,Steamroller,Pencil
Pencil Tree,Steam Turbine,Electricity
Pencil Tree,Subway,Pencil
Pencil Tree,Stew,Pencil
Pencil Tree,Space Station,Nothing
Pencil Tree,Time Machine,Pencil
Pencil Tree,Space Plant,Pencil Tree
Pencil Tree,Sword,Pencil
Pencil Tree,Telescope,Treehouse
Pencil Tree,Tea Bag,Tea
Pencil Tree,Tea Party,Mad Hatter
Pencil Tree,Supervolcano,Pencil
Pencil Tree,Supernova,Black Hole
Pencil Tree,Tire,Rubber
Pencil Tree,Swamp Thing,Pencil Thing
Pencil Tree,Time,Pencil
Pencil Tree,Tanker,Pencil
Pencil Tree,Tesla,Lightning
Pencil Tree,Vase,Bonsai
Pencil Tree,UFO,Alien
Pencil Tree,Tomb,Pencil
Pencil Tree,Tunnel,Pencil
Pencil Tree,Truck,Pencil
Pencil Tree,Tumbleweed,Cactus
Pencil Tree,Venus,Pencil
Pencil Tree,Teacup,Teapot
Pencil Tree,Town,Pencil
Pencil Tree,Troll,Pencil Troll
Pencil Tree,Vampire,Pencil
Pencil Tree,Viking,Pencil Viking
Pencil Tree,Toadstool,Mushroom
Pencil Tree,Vaporizer,Pine Tree
Pencil Tree,Wind Turbine,Windmill
Pencil Tree,Yeti,Bigfoot
Pencil Tree,Acid,Pencil
Pencil Tree,Winery,Pencil
Pencil Tree,America,Pencil
Pencil Tree,Amazon,Pencil
Pencil Tree,Abominable Snowman,Yeti
Pencil Tree,Weather,Rain
Pencil Tree,Village,Pencil
Pencil Tree,Ammonite,Fossil
Pencil Tree,Water Lily,Paper
Pencil Tree,System,Pencil Tree
Pencil Tree,Alps,Pine
Pencil Tree,Vinegar,Pencil Tree
Pencil Tree,Amphora,Paper
Pencil Tree,Aphrodite,Pencil
Pencil Tree,Asia,Bamboo
Pencil Tree,Ariel,Palm Tree
Pencil Tree,Apple Tree,Pencil
Pencil Tree,Astronaut,Pencil
Pencil Tree,Aztec,Cactus
Pencil Tree,Art,Pencil
